Gene Systematic Name,Gene Standard Name,WT_1.rpkm,WT_2.rpkm,WT_3.rpkm,r0_1.rpkm,r0_2.rpkm,r0_3.rpkm,log2 (r0/WT),P value (r0/WT),FDR (r0/WT)
YLL018C,DPS1,488.9596896,474.3659644,482.8078541,414.2670846,421.0334968,430.3657393,-0.278034376,6.18E-09,3.51E-08
YLL017W,-,8.558133083,7.894719959,9.150501671,10.75313585,11.08283744,11.29593665,0.287989201,0.150219382,0.211679516
YLL016W,SDC25,8.330440314,8.382449975,8.419944459,8.471076229,8.575805763,9.208084785,-0.024435812,0.725760907,0.797439079
YLL015W,BPT1,39.90337607,39.18497562,37.80301003,47.60442302,48.13375416,46.18782985,0.19409092,2.93E-05,8.52E-05
YLL014W,EMC6,131.8861365,123.9230384,117.3195054,129.4962315,139.2732492,161.3672336,0.113995444,0.13204433,0.189097245
YLL013C,PUF3,47.87367779,48.72732287,46.09565217,86.34741665,88.93792742,84.17754811,0.776648311,4.95E-15,1.57E-13
YLL012W,YEH1,40.64458094,40.65110832,39.01317981,67.87467648,75.81576295,67.3689137,0.726124505,2.78E-12,3.51E-11
YLL011W,SOF1,107.9393873,107.0771419,104.9366459,102.8267874,92.08298784,91.23838173,-0.247118192,1.22E-05,3.76E-05
YLL010C,PSR1,53.24899004,53.96113684,54.05851279,60.23820329,56.09375941,57.18347992,0.019568987,0.675526926,0.753569955
YLL009C,COX17,108.6549468,128.643916,118.9565217,348.0196368,367.0697546,328.1917848,1.465690496,5.49E-16,2.66E-14
YLL008W,DRS1,190.0870569,201.4727934,193.5610601,161.6015574,149.9710048,139.2848827,-0.461297234,2.22E-10,1.79E-09
YLL007C,-,12.83758902,12.32809123,13.44065805,12.6618371,12.91658312,14.01344426,-0.049809114,0.500199743,0.592423294
YLL006W-A,-,2.742822313,2.693441911,2.520265291,3.073731914,1.429452369,6.637160517,0.340940465,0.525429878,0.616128568
YLL006W,MMM1,23.87604341,21.08916656,22.77446288,24.63304593,26.99332773,26.51884997,0.121354585,0.096023067,0.142673139
YLL005C,SPO75,11.76299381,12.64843214,12.11467454,14.88643619,15.26942447,14.11955973,0.193201246,0.004885526,0.009659894
YLL004W,ORC3,20.41409595,18.54415111,17.97843703,24.19961923,25.19651132,25.96865249,0.316279318,6.08E-05,0.000167283
YLL003W,SFI1,22.18635275,21.19959682,20.97754924,20.80963028,20.36453897,21.57135573,-0.124327807,0.023191134,0.040014533
YLL002W,RTT109,18.33046354,17.87923587,18.10207939,16.8762184,15.05340916,16.9510852,-0.240715888,0.005311736,0.010438895
YLL001W,DNM1,32.69977323,33.19424342,34.95721004,52.27574535,52.44216947,51.48907154,0.546840629,2.33E-11,2.36E-10
YKR106W,GEX2,2.408132686,3.009717286,3.282891021,3.189329516,3.559707686,5.032641328,0.344973028,0.059495993,0.093611933
YKR105C,VBA5,6.985650082,5.360703997,6.172272353,5.806523868,5.641800861,5.877245483,-0.182177836,0.137815025,0.196610584
YKR104W,-,8.697516358,9.403650883,9.008922247,9.549928201,10.80548034,8.609932169,0.015764346,0.898927377,0.94857937
YKR103W,NFT1,6.681926166,6.670264332,6.830973355,7.438481663,6.96472035,6.612205374,-0.025713495,0.723094693,0.795549295
YKR102W,FLO10,4.195502279,3.961508223,3.558528427,5.657505707,4.853622034,5.299328304,0.340893128,0.002038143,0.004332922
YKR101W,SIR1,8.853104591,8.693717719,8.85363425,10.01348338,11.45962503,12.85379865,0.290083234,0.004877936,0.009647564
YKR100C,SKG1,72.50373421,80.72129396,81.28138738,87.70352948,91.28686274,85.70668537,0.091080917,0.068764152,0.10620142
YKR099W,BAS1,55.37044396,56.29802207,56.10880273,63.50234238,56.05201961,55.17820833,-0.026952016,0.556851032,0.646459583
YKR098C,UBP11,12.69669512,11.61968847,13.46130556,17.68037995,17.81506446,18.67972439,0.435820183,2.50E-06,8.71E-06
YKR097W,PCK1,3.383645344,3.467194314,3.29833992,5.165732484,4.804692631,5.577226095,0.523222258,0.000736708,0.001700611
YKR096W,ESL2,28.39180382,27.43775043,28.2720663,31.23590108,30.5336285,29.00381801,0.025420094,0.548470739,0.638732225
YKR095W-A,PCC1,67.57923815,84.81315679,67.49780165,76.41159394,75.17741637,71.13196562,-0.069442331,0.461965683,0.553457878
YKR095W,MLP1,60.05235957,61.17362687,62.39510521,57.59833902,56.12022891,53.97616542,-0.216009313,1.57E-06,5.68E-06
YKR094C,RPL40B,1954.044732,1886.836096,1894.313448,1322.637962,1391.680845,1443.933993,-0.549765122,4.75E-13,7.54E-12
YKR093W,PTR2,46.10174016,46.63561935,54.73580817,113.4191759,105.7723518,96.21769589,1.01505282,9.98E-14,2.04E-12
YKR092C,SRP40,191.4483235,202.2530016,188.2991133,157.3632423,146.2267726,141.515297,-0.472697405,1.80E-10,1.50E-09
YKR091W,SRL3,38.87330625,38.17345067,39.8528428,99.73036376,112.1088049,119.9615261,1.418659202,2.36E-15,8.59E-14
YKR090W,PXL1,29.37445018,30.30661854,30.7065986,27.27520432,31.41290662,29.95562392,-0.112265148,0.050956356,0.081361191
YKR089C,TGL4,32.09292789,32.91064733,32.84035698,33.47646077,30.92073369,35.89239439,-0.052640244,0.303185856,0.389229616
YKR088C,TVP38,54.34115272,53.12774325,49.44790326,55.26351729,58.80349772,56.67277618,0.035097716,0.522091656,0.612819163
YKR087C,OMA1,29.5434729,33.29825946,29.99698416,32.84569787,33.23132479,32.72702005,0.003037003,0.962811863,1
YKR086W,PRP16,21.23469837,22.73010369,23.19208306,22.61238289,21.00574923,21.67396136,-0.126051158,0.017199973,0.030375963
YKR085C,MRPL20,67.4277152,61.88961506,62.96805678,148.3493843,140.2759534,148.8450972,1.098437782,4.97E-15,1.57E-13
YKR084C,HBS1,57.15931151,57.47183022,56.12531968,56.30152738,55.07673751,56.4673783,-0.111338667,0.011125329,0.020522675
YKR083C,DAD2,30.19151427,36.76347205,31.07073328,29.99947056,28.32235851,26.30098682,-0.298140503,0.011685953,0.021467931
YKR082W,NUP133,52.21863125,54.0688693,55.03536832,56.76981115,53.28763071,53.34517463,-0.066834042,0.084638549,0.127566477
YKR081C,RPF2,242.3488894,247.6587307,246.6192816,195.0171533,185.3799462,165.7173933,-0.516152742,1.30E-10,1.11E-09
YKR080W,MTD1,64.10884323,59.65428431,68.65014221,55.17715847,58.06426618,57.8442668,-0.252911146,0.000206521,0.000521314
YKR079C,TRZ1,63.45759704,61.05242007,63.44820437,62.93579054,65.97572952,58.06988066,-0.091308677,0.045300706,0.073216791
YKR078W,-,20.66555913,19.75114129,19.74150467,21.81772679,21.73206682,19.88033447,-0.007777428,0.900457969,0.949913174
YKR077W,MSA2,25.04457993,19.06374773,25.00047778,29.56074411,23.94201817,27.16403813,0.137977519,0.167141455,0.231541604
YKR076W,ECM4,17.44760285,14.99179931,18.03586077,39.10516074,45.7681623,42.92388266,1.2587758,6.13E-13,9.42E-12
YKR075W-A,-,16.78200912,18.24557502,22.13913043,60.78589465,60.28583011,83.75727841,1.75185872,1.34E-10,1.14E-09
YKR075C,-,16.11259688,16.59644104,21.43534726,49.4591408,51.84394784,69.71532619,1.574138185,1.46E-11,1.55E-10
YKR074W,AIM29,92.49699392,82.17299914,86.16722407,101.5251024,102.1783549,96.85219756,0.11975542,0.056709892,0.089803265
YKR073C,-,21.1735629,27.47562472,19.17757009,18.92595367,18.65413077,22.26343485,-0.278675835,0.08123273,0.123136447
YKR072C,SIS2,104.6746414,107.6356159,109.0258707,111.0219592,110.1533118,107.6357634,-0.051920777,0.151545339,0.213294902
YKR071C,DRE2,199.8487925,205.5093605,210.9859225,184.5545558,180.2748326,186.6328966,-0.246073693,8.18E-07,3.09E-06
YKR070W,-,43.32182948,47.26876101,43.97684443,44.43850092,49.6947294,43.63353307,-0.049696217,0.413719629,0.503828577
YKR069W,MET1,18.61640622,16.98818202,17.4229249,21.11681423,18.78903639,18.56877876,0.055135432,0.427975247,0.518577047
YKR068C,BET3,93.28659154,86.41922254,94.73599281,117.4725412,121.7245007,120.9428635,0.307614574,7.03E-06,2.26E-05
YKR067W,GPT2,20.33706894,20.18452335,20.1858345,58.74380926,57.32091193,60.61612839,1.454349642,8.43E-19,1.58E-16
YKR066C,CCP1,91.94011111,98.55244427,98.58275281,136.9310774,141.4947245,143.9625174,0.461707477,2.74E-10,2.17E-09
YKR065C,PAM17,94.9436717,91.76293593,93.42292488,146.698254,142.5505733,159.2080499,0.591122473,2.46E-10,1.96E-09
YKR064W,OAF3,24.13038141,24.79951308,25.60869565,27.74126062,26.42060344,23.7191427,-0.019583659,0.72014677,0.793163197
YKR063C,LAS1,30.93899934,34.9629822,32.10407122,36.89496764,33.9251012,32.56782972,-0.008618004,0.885125959,0.936372859
YKR062W,TFA2,55.58175186,58.92825189,61.10532575,54.11107282,54.51615612,53.56128016,-0.198833656,0.000889775,0.00202121
YKR061W,KTR2,29.69351965,30.09152081,36.78995713,53.99354038,64.0781665,64.269578,0.835978802,4.35E-10,3.27E-09
YKR060W,UTP30,67.96713692,64.04678385,67.91335967,51.65732484,49.47811135,44.73647314,-0.537464441,1.25E-08,6.68E-08
YKR059W,TIF1,251.7982455,237.9683134,252.1818181,177.3049137,189.4758368,198.0211925,-0.479399914,1.99E-10,1.63E-09
YKR058W,GLG1,6.119857457,5.966752325,5.494750193,6.66224335,7.791326286,9.837412144,0.371165877,0.007372275,0.014091961
YKR057W,RPS21A,1404.641903,1412.460323,1382.869565,961.3620493,1057.735193,1053.888069,-0.536414902,4.55E-12,5.39E-11
YKR056W,TRM2,98.78160276,97.37564065,98.97554346,89.8722391,85.96294736,78.16552829,-0.301018581,6.16E-07,2.38E-06
YKR055W,RHO4,28.07948688,24.58073214,28.41512805,25.04951157,26.95725245,30.8446124,-0.055897385,0.527254063,0.6174548
YKR054C,DYN1,13.02097877,13.61483447,13.98676425,16.14266227,14.58171801,14.87726097,0.081452003,0.059865424,0.094089328
YKR053C,YSR3,13.51884068,12.49069831,11.23478261,17.61261036,13.95216103,14.50342483,0.216322281,0.047561874,0.076593427
YKR052C,MRS4,22.10744761,23.27251557,19.30605844,23.08994133,23.411774,25.25022487,0.057712698,0.508201062,0.59946561
YKR051W,-,21.62836497,21.68145742,20.72512192,19.69315829,20.73217673,21.41764705,-0.137912201,0.062233091,0.09729971
YKR050W,TRK2,24.06184533,24.72973098,24.3259404,25.36864919,24.35369245,24.74952412,-0.059722787,0.21255658,0.286436874
YKR049C,FMP46,36.22981712,39.33296203,40.61388708,86.16389289,79.09280859,93.02756451,1.064362273,2.47E-11,2.49E-10
YKR048C,NAP1,241.8364369,248.2541543,241.6837944,227.772359,230.0118813,222.1053785,-0.191577687,6.63E-06,2.15E-05
YKR047W,-,197.7879646,206.1715355,202.9258312,182.2391544,196.2367161,181.3994532,-0.200319412,0.00072383,0.001674136
YKR046C,PET10,226.7850477,232.8673372,226.8132271,509.8877503,520.8743236,508.9093462,1.079647664,2.87E-19,6.81E-17
YKR045C,-,24.91893822,23.46270911,26.18336483,31.37489578,27.34863492,25.00658439,0.085725619,0.405050842,0.495453578
YKR044W,UIP5,52.36278423,51.18146261,49.49823736,53.37032411,52.67939783,53.06489559,-0.030644081,0.518346318,0.609105248
YKR043C,SHB17,344.3771395,353.2699925,340.5786444,308.5842267,309.2381959,319.7285337,-0.233336368,9.12E-07,3.42E-06
YKR042W,UTH1,818.7124763,825.2480334,770.861012,1208.753473,1158.529486,1181.999404,0.46954568,1.41E-12,1.92E-11
YKR041W,-,6.017453468,6.331198116,7.108955481,7.104688442,7.616152598,8.190679164,0.151363432,0.326509235,0.412755864
YKR040C,-,5.137349729,5.044859451,5.310559005,5.577237769,6.86080413,4.856057422,0.085027639,0.688966971,0.765924904
YKR039W,GAP1,900.0649505,894.1825137,878.4140167,677.5820268,610.3176877,592.9086659,-0.592782943,3.54E-13,5.89E-12
YKR038C,KAE1,76.80138723,81.57811485,76.61476237,80.28767789,77.14610385,83.90062622,-0.049470279,0.289421125,0.375872961
YKR037C,SPC34,24.96647833,26.93290253,28.03113983,25.83423214,27.54271401,29.21509141,-0.038314906,0.622828018,0.705383417
YKR036C,CAF4,33.54633532,33.27139644,32.41749932,32.00849502,31.03731752,30.80851735,-0.166643241,0.002318379,0.004869075
YKR035W-A,DID2,117.7518148,125.0632963,114.1692471,146.5545381,140.151413,136.261445,0.158113705,0.003176053,0.006494276
YKR035C,OPI8,113.177735,120.6699734,110.0625762,140.9559833,134.9140303,130.8358021,0.155443991,0.003664018,0.007428105
YKR034W,DAL80,17.38136658,15.49892931,16.52173913,19.59029754,23.73949787,20.54651851,0.288977322,0.008598829,0.01622326
YKR033C,-,19.56353427,14.92141528,14.24127373,19.79526645,21.97531354,17.92500745,0.208279626,0.161277113,0.224728335
YKR032W,-,0.513734973,0.504485945,0.849689441,0,0.267738698,0,-2.388864433,0.048545874,0.077949053
YKR031C,SPO14,29.56569175,29.56814892,30.85169885,29.97375351,28.69685051,28.62144096,-0.128951842,0.002490187,0.005207012
YKR030W,GMH1,47.44548719,44.46472838,46.67089812,46.6612697,47.29887469,34.77646028,-0.184496859,0.037777277,0.062300597
YKR029C,SET3,23.16931065,23.31570349,22.69981498,26.1253588,25.4583186,23.3028764,0.029743967,0.582686117,0.671228786
YKR028W,SAP190,71.86203302,72.89919487,73.08233116,73.34100725,67.5625916,69.58908748,-0.135466291,0.001192728,0.002649725
YKR027W,BCH2,25.91477722,25.69025523,24.76966738,28.84399124,28.44286753,26.62590231,0.050464769,0.324805305,0.410893414
YKR026C,GCN3,113.6134966,117.0209555,115.7493606,112.3067309,107.9485681,103.8701161,-0.180890753,0.000274324,0.00067735
YKR025W,RPC37,107.4078234,114.5521796,107.6073129,91.10230038,85.62907963,90.86421282,-0.387986465,4.14E-08,2.00E-07
YKR024C,DBP7,74.48811391,76.81867916,71.48598512,66.55201868,63.98162111,59.8193074,-0.312610046,3.16E-07,1.30E-06
YKR023W,-,29.25677134,30.57555354,30.29918938,31.07884491,28.37727667,28.2079322,-0.125524322,0.033802265,0.056424207
YKR022C,NTR2,31.64718769,34.76735956,34.71099744,32.75158103,32.37731745,34.35021671,-0.110074021,0.102880587,0.15156648
YKR021W,ALY1,28.64941785,30.38894458,29.73913043,33.12874521,31.73405067,32.98895812,0.0540118,0.227823986,0.304648851
YKR020W,VPS51,32.85568668,34.51142488,32.44268774,43.4141347,42.765172,38.7636991,0.239364142,0.009526883,0.017813846
YKR019C,IRS4,12.12823189,11.99587318,10.81422925,15.06344864,13.46299702,12.39619022,0.141437038,0.103111387,0.151875102
YKR018C,-,65.57020238,69.67951536,68.44915558,77.97724808,77.63869056,74.61472693,0.091578184,0.022385949,0.038756625
YKR017C,HEL1,12.65491177,11.41947805,11.31379962,14.45544936,15.78785256,15.3704774,0.279641334,0.002148336,0.00454544
YKR016W,MIC60,81.0129665,79.30966661,79.65249537,75.31116655,79.14128254,76.1831932,-0.14247614,0.001432194,0.003127739
YKR015C,-,5.119292261,6.749383581,5.749216779,7.489858171,6.916975144,7.168872117,0.20367648,0.088848662,0.133039622
YKR014C,YPT52,127.3953428,128.8210228,136.9265495,148.9386609,149.1760272,140.3900666,0.073969478,0.102273337,0.150734189
YKR013W,PRY2,186.836069,182.0277015,172.4869565,199.4852012,193.3803594,186.2041975,0.010971966,0.784759817,0.85052448
YKR012C,-,89.90362026,87.44423049,84.02484471,94.27330939,91.92361957,88.57448737,-0.014032781,0.82313098,0.884043913
YKR011C,-,15.84741781,16.90882977,16.88577745,22.45531926,24.22127626,24.42843801,0.432780687,2.00E-05,5.96E-05
YKR010C,TOF2,20.7873008,21.75105529,22.53548096,23.49095634,20.97517674,19.52889911,-0.107247226,0.094973375,0.141319748
YKR009C,FOX2,6.106660999,6.819798903,6.79940163,8.587800006,7.95638583,8.909706598,0.280039815,0.002847301,0.005882826
YKR008W,RSC4,51.14166002,52.75947862,52.96985692,50.31067376,45.26751401,47.38519112,-0.220209169,7.82E-05,0.000211766
YKR007W,MEH1,42.42478945,46.81493223,46.77884841,71.06966629,62.30351859,64.20705372,0.452889349,2.47E-06,8.62E-06
YKR006C,MRPL13,90.8874712,93.44888239,95.61410991,191.5012309,198.37922,199.3673616,0.988527627,1.89E-16,1.13E-14
YKR005C,-,6.819685263,6.797612426,6.275748056,7.067830324,7.42898535,7.320645044,0.045592003,0.667275156,0.746110195
YKR004C,ECM9,16.91044286,20.31957279,17.38716356,16.07204002,17.32864349,17.95662122,-0.177536491,0.057270725,0.090570614
YKR003W,OSH6,50.51822582,48.01605093,51.33146121,60.18079568,59.29309001,56.76201178,0.14970642,0.004607491,0.009148225
YKR002W,PAP1,44.27239789,43.98736196,45.15748452,47.96696403,47.7271285,50.18210482,0.042545132,0.350335425,0.439059134
YKR001C,VPS1,136.0796499,139.0395466,145.2788159,131.1466217,132.9066289,135.2521512,-0.159495388,0.000124454,0.000324975
YKL225W,-,0,0.456646761,0,0.260560608,0,0,-0.75586314,0.632443,0.714342815
YKL224C,PAU16,0,0,0,0,0,0,0,1,1
YKL223W,-,0,0,0,0,0,0,0,1,1
YKL222C,-,15.16646059,14.66832187,15.62778667,15.79750177,17.75949464,15.43813564,0.026802332,0.693553184,0.770302367
YKL221W,MCH2,2.9019523,2.626200569,2.94881673,3.252060243,3.677170723,3.511113923,0.217919128,0.191377629,0.260457789
YKL220C,FRE2,4.583569404,4.724241628,5.262823643,5.009204491,5.804138764,5.683224057,0.097110839,0.385420218,0.475832376
YKL219W,COS9,16.8569288,19.08514844,17.34782608,21.18715373,22.53139262,23.11483333,0.238966306,0.004808208,0.009517581
YKL218C,SRY1,66.23174961,68.68414152,70.66453928,63.03813699,65.68195209,66.66253066,-0.158560953,0.003719985,0.007532996
YKL217W,JEN1,5.420445176,5.322858189,4.193361989,7.250088351,6.697806807,6.399606825,0.354498322,0.006454943,0.01247909
YKL216W,URA1,567.1634101,571.4984949,573.9180123,524.6681483,551.1847325,533.622438,-0.174924048,7.76E-06,2.48E-05
YKL215C,OXP1,26.27951977,26.32087801,26.4347826,26.02123837,29.55423318,28.27153617,0.000430858,0.992639394,1
YKL214C,YRA2,67.95656002,74.39312963,70.9948849,69.48793774,65.73378764,64.46559053,-0.180999355,0.004973491,0.009820199
YKL213C,DOA1,78.69078047,78.45778102,80.41195044,70.4125012,71.57709893,73.87935227,-0.223937392,5.81E-06,1.90E-05
YKL212W,SAC1,200.7271214,200.0844618,192.5894648,201.3548906,185.2095314,189.1546429,-0.129913234,0.001280595,0.002827865
YKL211C,TRP3,150.3707562,146.5713702,145.445809,142.2134424,138.8238949,142.9110666,-0.147704316,0.000416145,0.000998468
YKL210W,UBA1,143.6177442,142.2207402,142.2545917,162.3010418,159.3228098,153.5806567,0.065071419,0.041778858,0.068220931
YKL209C,STE6,71.19865326,78.18457528,68.99201831,93.69525331,96.81522562,92.21077539,0.286538347,4.48E-07,1.79E-06
YKL208W,CBT1,12.89059261,15.3849666,16.61892583,28.22484465,33.17695885,28.31367127,0.920345121,1.10E-08,5.93E-08
YKL207W,EMC3,142.0760361,143.4805696,148.9298185,152.3151143,153.9550217,162.9065789,0.024899963,0.55435881,0.644131873
YKL206C,ADD66,57.76643063,57.81352459,54.37378325,59.66060123,56.22512653,53.6978481,-0.089284876,0.132291267,0.189395629
YKL205W,LOS1,70.11012567,71.63837883,72.0924061,62.50898676,58.57422355,59.13010738,-0.33247227,7.43E-09,4.14E-08
YKL204W,EAP1,84.66279311,87.32269162,84.04945393,98.3149096,91.26590444,93.00063412,0.056021305,0.153875024,0.215976644
YKL203C,TOR2,21.52238182,20.85667197,20.69122529,22.3237801,22.41054033,21.93972629,-0.005628654,0.879293594,0.93200151
YKL202W,-,23.63445687,24.98375628,26.97982967,31.4714235,34.77842878,29.60492904,0.263223015,0.009972676,0.018569451
YKL201C,MNN4,16.83691209,16.48885996,16.44606704,21.66255366,19.93392951,20.50961412,0.232768309,0.000113629,0.0002989
YKL198C,PTK1,39.70404225,42.10517311,39.2484753,40.98386487,33.62483057,40.21255008,-0.166264048,0.011634763,0.021379403
YKL197C,PEX1,20.15081144,22.19810642,22.24737631,22.81352876,22.96936443,23.13046202,0.008300817,0.865847603,0.920020981
YKL196C,YKT6,209.3278323,210.4346411,205.0668397,181.9516761,192.1724474,189.4645162,-0.23464204,8.23E-06,2.61E-05
YKL195W,MIA40,125.7092948,128.6251851,130.2191132,307.3376863,311.6736903,312.5147006,1.191020458,9.25E-20,2.54E-17
YKL194C,MST1,25.04874085,26.88594103,27.23410648,48.69950917,53.31064913,55.18662786,0.903967142,1.17E-12,1.64E-11
YKL193C,SDS22,33.57462633,36.56406983,34.388611,44.31221284,48.4299025,47.45700294,0.337552724,1.43E-05,4.34E-05
YKL192C,ACP1,334.7839574,351.6687443,358.7577639,493.9153792,512.2733751,496.7423005,0.43929954,1.82E-10,1.51E-09
YKL191W,DPH2,135.1074966,130.5958523,125.1266964,110.3919805,98.26260431,103.5097231,-0.411375899,6.51E-09,3.68E-08
YKL190W,CNB1,122.1361114,126.5586119,136.8675889,164.5203364,172.9881024,174.2883155,0.324600752,1.71E-06,6.12E-06
YKL189W,HYM1,18.81233254,20.39384433,20.37130434,23.27327348,24.45793004,24.55611117,0.193764931,0.011555154,0.021249555
YKL188C,PXA2,5.811100513,6.295736488,4.875267284,6.901499936,6.945844086,7.030934287,0.206125114,0.047701681,0.076783866
YKL187C,FAT3,4.884244616,4.373107194,4.118334973,6.761391641,6.775464649,6.474398369,0.493301392,0.000104218,0.000275877
YKL186C,MTR2,111.2375064,113.100295,116.7059929,128.4155349,118.2247255,120.6528152,0.021538809,0.663388172,0.742702925
YKL185W,ASH1,110.2654928,111.1132435,110.1206171,141.2211951,137.1740354,129.810577,0.214988947,7.30E-06,2.34E-05
YKL184W,SPE1,134.6244147,135.6602676,130.1007355,144.264653,133.2788331,129.2031545,-0.063183397,0.131596361,0.188721206
YKL183W,LOT5,44.6296799,46.93198239,43.01033847,48.83262255,49.63195208,49.74627475,0.051891813,0.364164983,0.452946496
YKL183C-A,-,15.57485252,10.4449907,13.82241273,19.58241412,15.83806381,17.0057763,0.310237096,0.141429738,0.201364298
YKL182W,FAS1,493.2869691,498.3200058,495.2173912,434.8162281,420.8116439,426.7378311,-0.299058505,1.81E-10,1.50E-09
YKL181W,PRS1,343.3141985,351.3662099,339.7070296,303.2389741,297.4151553,292.1694601,-0.298040499,3.31E-09,2.00E-08
YKL180W,RPL17A,2570.854767,2560.21845,2546.955581,1849.118352,1904.512191,1921.449001,-0.521721377,2.37E-14,6.02E-13
YKL179C,COY1,45.85084633,49.11504527,49.81304347,45.78203148,42.33421292,47.07747715,-0.185668694,0.000823146,0.001881251
YKL178C,STE3,1.317059405,1.911905334,1.073386873,4.36369867,5.909010113,5.542710127,1.77558053,2.36E-08,1.19E-07
YKL177W,-,0.477364355,1.640695441,0.526356291,1.33739073,2.985404949,3.176635085,1.359663229,0.020739007,0.036107053
YKL176C,LST4,72.22655138,74.31278793,73.93528084,65.99192423,64.05866346,62.74611962,-0.278870543,1.49E-07,6.50E-07
YKL175W,ZRT3,96.05773713,92.43653932,88.86335402,112.4443099,114.1236199,116.0921461,0.218235933,2.10E-05,6.24E-05
YKL174C,TPO5,46.62207125,48.99177929,48.2840486,47.31511235,45.37067965,47.97376793,-0.119470964,0.011968955,0.021925648
YKL173W,SNU114,38.91962471,41.78883577,39.37708449,39.3314817,38.50501728,36.8047763,-0.152389908,0.001347303,0.002955027
YKL172W,EBP2,363.1013972,373.0868051,363.6095083,321.317497,296.2985348,271.5071627,-0.392044906,6.23E-09,3.53E-08
YKL171W,NNK1,10.71295023,10.71964753,12.13254083,15.51920295,16.70412801,17.00132362,0.46920766,4.87E-07,1.92E-06
YKL170W,MRPL38,106.9141614,119.6611627,105.4776353,252.4551108,249.9793395,239.4630215,1.072724864,3.45E-15,1.19E-13
YKL169C,-,115.6806739,131.1860522,111.5217391,266.8303473,267.9478686,256.7276158,1.055319658,1.24E-14,3.41E-13
YKL168C,KKQ8,11.60686739,11.982411,12.10074962,12.96549584,13.53280632,14.71847562,0.120294641,0.102485533,0.151015696
YKL167C,MRP49,62.93253418,66.2137803,68.52930056,131.1941541,134.6551038,138.5707655,0.947462848,4.85E-13,7.68E-12
YKL166C,TPK3,63.74369467,60.80383234,59.03105589,50.2235469,47.06564477,46.2092201,-0.441693098,3.28E-08,1.62E-07
YKL165C-A,-,14.86867566,22.0712601,18.68227424,15.11251525,18.38129137,20.08166515,-0.143536346,0.445930775,0.537318685
YKL165C,MCD4,59.86408454,58.98784167,58.86408317,52.40100395,52.92495606,50.33240178,-0.276339996,2.86E-07,1.19E-06
YKL164C,PIR1,620.1772542,616.4464224,613.6521738,893.052436,840.9930841,867.8200583,0.405934238,7.59E-12,8.52E-11
YKL163W,PIR3,33.42429072,29.16656089,30.28647639,198.3169945,221.7098164,229.8303457,2.719792945,1.54E-21,1.00E-18
YKL162C-A,-,7.932672376,4.673913904,9.913043477,24.29855392,23.15152269,24.31456516,1.593193286,3.70E-06,1.25E-05
YKL162C,-,5.487913296,4.534740289,5.68216636,6.675006734,5.720174163,7.206726608,0.231200741,0.11782603,0.170958475
YKL161C,KDX1,47.97621763,41.07085174,46.73291925,91.37152074,107.0738873,101.2816931,1.058711378,1.29E-13,2.50E-12
YKL160W,ELF1,231.2862998,233.1087882,241.1721262,276.5797311,271.1129389,283.6363271,0.150823624,0.001159735,0.002581619
YKL159C,RCN1,34.85885654,31.9825052,32.40442985,33.07644846,38.19065198,35.0955516,0.015762566,0.848277569,0.904643214
YKL157W,APE2,87.39424324,91.79606142,89.99753637,99.80920352,102.9810686,103.9589665,0.102819199,0.006133104,0.011905339
YKL156W,RPS27A,1184.128165,1186.423302,1180.607648,954.8196379,905.698725,981.340167,-0.407978707,2.68E-10,2.12E-09
YKL156C-A,-,1506.922989,1498.80834,1457.979933,1165.601176,1159.102608,1292.757194,-0.390904203,1.60E-08,8.39E-08
YKL155C,RSM22,38.29122396,41.64415181,39.80977396,53.96297177,54.75022258,50.89456989,0.329813079,4.52E-07,1.80E-06
YKL154W,SRP102,72.87697545,74.15943394,71.61668144,71.92323582,63.1098359,67.39652724,-0.199034446,0.001826259,0.003912784
YKL153W,-,5209.86191,5085.529921,5092.21381,6218.177743,6682.356288,6753.242502,0.26748315,4.61E-08,2.22E-07
YKL152C,GPM1,5335.489851,5269.014966,5277.736324,6342.868899,6845.522512,6960.766697,0.25783236,1.02E-07,4.58E-07
YKL151C,-,28.08823166,27.58254517,30.44301517,42.29715805,45.16308241,50.68689522,0.595580718,4.87E-08,2.34E-07
YKL150W,MCR1,110.9108028,122.7249473,117.3861386,163.3947193,165.6136153,186.5341471,0.4672157,8.49E-09,4.68E-08
YKL149C,DBR1,20.46082392,20.67957473,20.07025059,23.52490058,18.2800904,20.65666357,-0.060213898,0.476349217,0.568111217
YKL148C,SDH1,99.04826307,98.17406677,100.0274028,85.06389236,88.02170745,85.93448911,-0.283807711,1.02E-07,4.59E-07
YKL147C,-,29.72056573,28.02835749,25.55255382,28.4643491,25.6561257,27.0883141,-0.126733397,0.178508093,0.244624745
YKL146W,AVT3,44.32910107,43.14883576,41.66911349,44.26898405,41.58063109,40.02568542,-0.122991405,0.015408362,0.027546409
YKL145W-A,-,245.3498798,271.6900921,226.401122,273.9752764,264.8022088,263.1669829,0.020141451,0.799387778,0.862965809
YKL145W,RPT1,180.6140679,183.1914588,180.4682274,176.5710115,178.046234,174.041098,-0.127536042,0.000802359,0.001839051
YKL144C,RPC25,66.60465388,67.51940414,60.5952235,59.88245477,58.73281997,54.08143274,-0.259235554,0.000508536,0.00120034
YKL143W,LTV1,116.4290634,124.2079189,114.0854573,101.6837771,94.21343939,88.54434633,-0.404154226,2.08E-08,1.06E-07
