Gene Systematic Name,Gene Standard Name,WT_1.rpkm,WT_2.rpkm,WT_3.rpkm,r0_1.rpkm,r0_2.rpkm,r0_3.rpkm,log2 (r0/WT),P value (r0/WT),FDR (r0/WT)
YOL064C,MET22,123.7053725,113.7841275,114.3876609,120.3091297,117.0833291,123.4209043,-0.050929305,0.252985948,0.333538921
YOL063C,CRT10,25.16925987,22.69791801,25.29999092,24.38825529,25.06067748,24.83219476,-0.062577701,0.23403697,0.311495601
YOL062C,APM4,73.89639031,75.09611668,76.46341462,82.62736994,83.0234846,83.10727736,0.056566271,0.151848879,0.21359899
YOL061W,PRS5,190.8055104,188.9157756,185.3160703,187.0059734,179.3095082,178.0025465,-0.139819884,0.000450772,0.001075034
YOL060C,MAM3,45.77836392,45.06657861,45.0503659,67.84600196,67.31905178,70.38879273,0.510479435,3.08E-11,3.04E-10
YOL059W,GPD2,290.015624,286.9564102,282.8251996,394.9815209,393.5758857,384.7847405,0.36279783,8.00E-11,7.14E-10
YOL058W,ARG1,724.8879786,705.2318073,725.4652482,1017.887131,969.7164935,1031.689585,0.400378892,1.55E-11,1.64E-10
YOL057W,-,70.07936692,67.70173042,71.67464581,62.36035083,63.72707459,62.33213482,-0.237505661,3.99E-06,1.34E-05
YOL056W,GPM3,39.92430505,41.64498287,38.54347825,52.69495447,50.58411877,50.8812585,0.272597982,0.0001018,0.000270078
YOL055C,THI20,15.53769089,18.76057109,16.75519848,23.21632777,23.17249327,23.11483333,0.358186081,3.83E-05,0.000109222
YOL054W,PSH1,31.67611584,33.25330883,30.76209806,37.35427601,35.50333543,36.40110189,0.103523869,0.08309617,0.125533878
YOL053W,AIM39,16.61854799,15.31611686,17.72332016,27.01934544,25.27291041,26.86429827,0.588111925,1.50E-07,6.53E-07
YOL052C-A,DDR2,7.395297796,7.689342228,7.674614304,56.06255655,71.18826504,70.52875141,3.024838657,2.08E-13,3.75E-12
YOL052C,SPE2,106.5935367,107.9434726,107.5702552,94.86243826,96.94231514,93.8704033,-0.258316429,1.10E-06,4.08E-06
YOL051W,GAL11,76.35160505,79.16279685,77.37121272,83.5797516,81.53162988,80.61665694,-0.008196938,0.804729652,0.868075008
YOL050C,-,69.57027811,82.42687417,83.10280372,105.9288452,92.48245112,93.32343923,0.227085223,0.008696476,0.016394467
YOL049W,GSH2,117.587357,124.5680387,125.7264051,110.1493489,116.2785899,115.4746767,-0.190708058,6.69E-05,0.000183201
YOL048C,RRT8,15.49068209,17.7599644,16.99378882,25.20221201,26.71922923,28.92228159,0.598348197,4.57E-07,1.82E-06
YOL047C,LDS2,2.266477822,2.003105959,1.582754841,6.773116076,8.425894312,8.409548853,1.912809908,9.74E-10,6.67E-09
YOL046C,-,24.81339919,27.19179244,29.87130434,30.49369743,27.73772909,25.38099346,-0.050042263,0.59101667,0.678521796
YOL045W,PSK2,35.90434054,35.66651541,38.77961019,43.88389182,41.7861875,40.39111689,0.108023034,0.01872149,0.032859443
YOL044W,PEX15,18.61285888,16.55344508,18.81929347,27.4701449,28.77145147,27.36388357,0.548246133,2.98E-07,1.23E-06
YOL043C,NTG2,21.09549515,24.26100717,21.46525162,27.84510683,24.79218178,25.5237437,0.137841419,0.077707477,0.118371261
YOL042W,NGL1,36.45542404,39.07340662,37.25561394,39.52503987,38.84785528,36.3083678,-0.060631599,0.303201459,0.389229616
YOL041C,NOP12,195.9508036,204.8021013,201.1916824,173.9253385,159.3860109,135.49667,-0.444764905,7.82E-08,3.59E-07
YOL040C,RPS15,3870.067939,3725.566967,3662.280328,2837.136953,2878.883751,3048.761892,-0.447048204,1.11E-11,1.20E-10
YOL039W,RPP2A,2638.125111,2573.055126,2498.364892,1959.542397,2022.002681,2022.312829,-0.446638544,3.34E-12,4.13E-11
YOL038W,PRE6,189.2206784,198.2778143,197.5611253,196.0478448,202.1899648,202.9626334,-0.046195352,0.227295993,0.304171126
YOL038C-A,-,14.32838948,14.89810057,14.86956521,23.61330507,15.81331684,19.37566911,0.321428636,0.247777755,0.32721725
YOL037C,-,46.3994108,50.95094281,50.15327928,46.36212304,52.17501148,45.3539302,-0.117249568,0.202038225,0.273451926
YOL036W,-,58.96828006,60.65251791,62.56145155,64.33726963,66.73966791,65.3510619,0.023879815,0.532340326,0.622797105
YOL035C,-,69.16347816,74.73634608,85.09513559,96.06173057,86.28608527,86.9128503,0.151715573,0.07435506,0.113849196
YOL034W,SMC5,17.99715981,18.15734378,17.91415626,18.70415507,20.06938931,18.34471126,-0.004955047,0.922248622,0.968456187
YOL033W,MSE1,26.11725281,25.40044458,25.75176099,46.71652757,48.16305066,51.71402737,0.836654896,1.01E-12,1.45E-11
YOL032W,OPI10,17.68953824,15.54817513,17.45819398,28.26713378,27.54348304,29.46191664,0.663963892,4.02E-07,1.62E-06
YOL031C,SIL1,55.73172289,56.98778437,54.89758911,41.25501792,42.1688449,37.8137279,-0.551165431,8.26E-10,5.78E-09
YOL030W,GAS5,217.6038347,214.7237807,214.4896459,307.4228359,310.2235847,309.1023728,0.43308343,4.42E-12,5.26E-11
YOL029C,-,85.18590554,83.25891186,84.3590185,95.16395739,89.7653629,84.48962957,0.007331914,0.8928157,0.943387407
YOL028C,YAP7,68.41446225,71.70467915,71.20466595,67.94488561,64.11035769,59.03070778,-0.228931364,0.000581063,0.001363402
YOL027C,MDM38,161.4036249,153.7451679,164.912286,200.4646186,200.0203979,194.9434642,0.225632082,1.73E-06,6.19E-06
YOL026C,MIM1,58.43735317,59.7085668,59.21739129,67.60862083,73.24062535,69.55918884,0.161914734,0.043556694,0.070670538
YOL025W,LAG2,16.56620416,16.62857418,15.43195422,19.34219047,20.07432657,21.6728561,0.239720901,0.001331082,0.002923049
YOL024W,-,1.403120085,0.765477229,1.203317416,1.921822748,2.437505485,1.320398504,0.682537866,0.1108507,0.161802967
YOL023W,IFM1,25.73607327,24.33380877,25.12670991,54.55684972,52.32175733,47.14148648,0.950222543,8.20E-14,1.71E-12
YOL022C,TSR4,85.19961666,87.42161702,87.32688422,82.10271119,79.32004403,78.82912813,-0.199143495,6.65E-05,0.000182321
YOL021C,DIS3,91.73399337,96.66418944,94.47071074,92.48497354,85.51606071,86.69487329,-0.181592718,5.00E-05,0.000139551
YOL020W,TAT2,100.2887771,100.2251083,106.2183444,122.3272735,113.2087708,113.9668362,0.103217284,0.014381544,0.025899136
YOL019W-A,-,0,0,0,0,0,0,0,1,1
YOL019W,-,101.2881548,96.53777244,101.8780718,117.9433255,113.8762526,109.8397962,0.104047059,0.013097599,0.02381564
YOL018C,TLG2,30.22388038,32.6077913,31.23355909,35.31316376,38.84901959,37.14225066,0.1577235,0.014669344,0.026377427
YOL017W,ESC8,12.33502818,13.44649077,13.06026148,11.92092112,12.18866379,13.55512398,-0.132789027,0.081135024,0.123014507
YOL016C,CMK2,103.5497055,123.7370019,122.0100931,124.5433176,112.8895119,143.2051334,0.036319847,0.592120343,0.679460477
YOL015W,IRC10,2.894682152,4.060811058,2.938449003,4.582670722,4.74130113,5.559234391,0.491922885,0.003512864,0.007141989
YOL014W,-,28.91300428,28.1805849,26.88417391,14.99161512,16.64263745,18.27431529,-0.839892696,1.35E-06,4.93E-06
YOL013W-B,-,0.278052434,0,0.306588974,0.623196505,0.86946072,0.336419648,1.461008645,0.173768341,0.239464939
YOL013W-A,-,26.12823964,23.58865923,27.88043478,16.52931355,15.37405804,14.27680882,-0.826272826,0.000127467,0.000332521
YOL013C,HRD1,29.02323393,26.86936012,30.27788279,26.22787972,24.70034997,26.83921824,-0.233824845,0.000850682,0.001940449
YOL012C,HTZ1,147.6417231,146.749356,145.831884,151.5729307,127.4436201,137.0573647,-0.168895014,0.007973924,0.015156624
YOL011W,PLB3,52.72513625,55.51548392,53.41788493,63.08980163,56.67525491,64.74290845,0.102704872,0.04016007,0.065864363
YOL010W,RCL1,114.1140789,116.4498875,113.7036862,117.2041264,110.9987892,112.7956573,-0.099997311,0.016537289,0.029351114
YOL009C,MDM12,19.33588892,21.71422501,16.94693094,23.66886579,25.94210801,22.19503892,0.221072504,0.034629362,0.057683224
YOL008W,COQ10,40.97530385,38.96426302,35.74414715,38.94378929,39.06024415,39.69266628,-0.063890733,0.40588525,0.496198026
YOL007C,CSI2,82.09620061,76.20392961,82.17391303,67.69699812,68.22639623,62.30747642,-0.361880895,4.81E-07,1.90E-06
YOL006C,TOP1,66.48197581,69.24069597,69.05657819,72.77559289,69.55121172,66.66395629,-0.05561241,0.162137068,0.225617799
YOL005C,RPB11,129.5057935,120.1698029,120.4311893,125.6462011,134.9867707,144.8244881,0.043531549,0.487196245,0.579012748
YOL004W,SIN3,68.96315438,68.13514309,69.13332012,73.74356821,71.04046566,70.57326892,-0.023138746,0.471463393,0.563510254
YOL003C,PFA4,28.39436239,26.4156295,28.79752208,37.08348068,36.04935553,37.02391432,0.312694416,4.54E-05,0.000127558
YOL002C,IZH2,56.06254056,56.05267188,52.74487284,55.6976977,59.76129801,60.03186458,0.003000847,0.956010141,0.994674881
YOL001W,PHO80,29.081069,27.02603278,27.31144631,28.27171219,31.1724341,28.08188635,-0.014276795,0.848992166,0.905140416
YNR077C,-,0,0,0,0,0,0,0,1,1
YNR076W,PAU6,0,0,0,0,0,0,0,1,1
YNR075W,COS10,24.88532209,21.96531805,23.79130434,19.02161919,18.14197416,20.71089066,-0.376136151,0.000122123,0.000319357
YNR075C-A,-,26.97108608,20.50491261,18.22720897,25.35002557,19.04399447,16.8426869,-0.189607468,0.472386394,0.564234905
YNR074C,AIF1,0,0,0,0,0,0,0,1,1
YNR073C,-,0,0,0,0,0,0,0,1,1
YNR072W,HXT17,0.143209307,0,0.105271258,0.320973775,0.149270247,0.346542009,1.556023847,0.050100757,0.080156711
YNR071C,-,0,0,0,0,0,0,0,1,1
YNR070W,PDR18,0.020218205,0,0,0,0.021073886,0,0.029962404,0.985565235,1
YNR069C,BSC5,5.614389347,6.107883407,7.28305235,6.723527191,6.425728746,8.05828043,0.071664567,0.577649284,0.666504016
YNR068C,-,10.07710908,9.701652791,10.23984711,11.51429733,11.63633571,9.921298856,0.059318772,0.624667348,0.706930941
YNR067C,DSE4,109.3076843,109.1402096,104.672163,171.0498819,154.1413353,149.2114422,0.467966384,1.61E-10,1.35E-09
YNR066C,-,25.24296157,22.72784221,25.51984877,34.99740373,41.94368707,42.78842212,0.619571999,5.48E-08,2.61E-07
YNR065C,-,24.74965374,22.43088135,25.07991125,39.10041993,47.36601975,46.04220632,0.790824965,2.85E-11,2.84E-10
YNR064C,-,8.712309592,8.919519546,8.993276556,10.17887625,8.018359969,10.76542874,0.027749052,0.83574452,0.894087292
YNR063W,-,7.718698976,8.320284235,7.239130434,7.655682065,7.213091891,7.621454333,-0.139674822,0.161900182,0.225420222
YNR062C,-,8.305121018,9.043833407,10.15482502,9.307097803,6.342468542,8.954096124,-0.251530966,0.091437286,0.136600021
YNR061C,-,36.04317867,34.06999968,36.09249011,38.46822062,34.75735095,32.92936684,-0.084365339,0.289068771,0.375552245
YNR060W,FRE4,6.443092785,6.290309129,6.484782608,6.926569487,6.98909559,6.526541175,0.005570214,0.952193935,0.992007892
YNR059W,MNT4,13.04453561,13.67582381,12.64296939,10.87268739,10.30632698,11.45795525,-0.360224264,0.000199214,0.000503762
YNR058W,BIO3,8.747379269,7.708880867,8.532224531,10.4310916,11.10475472,10.58358028,0.278721235,0.009338422,0.017488988
YNR057C,BIO4,18.58511814,16.13613133,19.8677384,22.6052749,27.87632324,25.22864656,0.392467003,0.001218771,0.002703069
YNR056C,BIO5,7.342662224,7.021959619,6.984991489,10.48733264,9.554269722,12.01951978,0.493955094,9.41E-05,0.000251323
YNR055C,HOL1,74.11305255,76.47860825,75.43707872,83.82683073,86.44493474,85.834579,0.094647692,0.018093684,0.031851677
YNR054C,ESF2,107.9694266,107.6130587,104.4153065,92.29599216,88.77184804,85.13327369,-0.351079887,8.73E-08,3.97E-07
YNR053C,NOG2,274.6952504,284.596889,280.3538969,274.8181417,258.2084096,240.6243261,-0.203320136,2.26E-05,6.66E-05
YNR052C,POP2,75.19588515,74.20825516,74.34782607,76.60722014,76.7589573,76.31842503,-0.04797715,0.244160822,0.323039364
YNR051C,BRE5,197.2129996,196.6395289,206.041456,193.8267944,180.497911,179.8593324,-0.199631689,1.43E-05,4.33E-05
YNR050C,LYS9,110.7805683,113.5855184,114.3659177,82.02004918,75.65864342,75.26693458,-0.625532627,1.10E-12,1.56E-11
YNR049C,MSO1,34.38493912,34.01693737,35.79971151,41.82800428,42.63516704,46.55186952,0.243415362,0.003521032,0.007155598
YNR048W,-,29.91463101,28.70384182,28.75789009,25.16195432,25.04444088,25.50983099,-0.293197468,0.000130489,0.000339616
YNR047W,FPK1,29.92764809,28.23343742,28.34199007,30.52930932,31.82317005,32.15818107,0.041348006,0.38270016,0.473376383
YNR046W,TRM112,195.5403741,190.8514844,207.2992327,170.4602823,162.2673688,180.6796141,-0.296156043,9.72E-06,3.04E-05
YNR045W,PET494,20.36592214,19.56684773,19.11801242,29.11472325,26.67824881,29.03644849,0.433732407,1.13E-06,4.19E-06
YNR044W,AGA1,21.80720045,20.53904039,18.88393819,22.48142764,23.50458113,24.54195235,0.114759487,0.07572188,0.115718232
YNR043W,MVD1,298.2445035,310.1540198,305.7062753,318.6190242,320.4265712,320.5731811,-0.015462739,0.612400405,0.697185622
YNR042W,-,37.34458072,38.33916789,40.76132562,54.95460089,65.6615114,59.3321925,0.546314255,2.74E-06,9.49E-06
YNR041C,COQ2,35.43118547,36.78148868,36.27695535,51.61754537,57.58176497,55.20438983,0.514749255,1.01E-08,5.47E-08
YNR040W,-,26.1315192,26.58856859,23.60615801,85.38277096,79.85280616,84.56568915,1.620050405,7.56E-17,5.65E-15
YNR039C,ZRG17,37.16313016,37.32446758,34.49935428,40.89855611,40.4060109,42.75638361,0.098505673,0.059713374,0.093871057
YNR038W,DBP6,73.16442239,71.67904471,76.99130433,58.24315399,56.00201095,55.00941847,-0.474807725,1.92E-10,1.57E-09
YNR037C,RSM19,77.98161844,74.27458834,81.45935726,218.4744052,230.0952189,209.6296649,1.411389246,8.22E-16,3.64E-14
YNR036C,MRPS12,167.6060349,172.4997965,164.7238848,320.3068166,311.9764326,286.4897295,0.778561566,1.30E-13,2.51E-12
YNR035C,ARC35,132.9682407,132.3503434,135.4300925,147.6884872,139.4973256,142.9940435,0.016446041,0.665402991,0.744724629
YNR034W-A,-,5.176269045,7.223321487,7.509881422,28.08790712,18.74170884,24.39212358,1.745624447,3.90E-08,1.90E-07
YNR034W,SOL1,18.09240557,17.60217265,15.6084256,32.47782779,33.1763169,36.38242674,0.900143163,4.18E-10,3.16E-09
YNR033W,ABZ1,53.70258129,50.04686237,49.74133744,69.46387083,68.4262644,65.72094445,0.321751052,1.63E-07,7.06E-07
YNR032W,PPG1,28.57911831,27.84926478,26.67656415,28.3410855,30.70288075,32.27896381,0.047689086,0.4889074,0.580755815
YNR032C-A,HUB1,95.85669782,82.67774729,96.04935368,107.8298385,106.371861,104.9538378,0.133642879,0.113068147,0.164803358
YNR031C,SSK2,25.02507101,25.02713266,25.44766098,27.60425253,25.97743188,24.66041191,-0.033280185,0.435738697,0.526640766
YNR030W,ALG12,66.4993626,64.39050229,64.65028354,67.34925272,64.06812425,67.92568669,-0.059121767,0.167891259,0.232365801
YNR029C,-,48.54795494,47.73551603,42.46471182,45.68899958,44.32632068,42.87785772,-0.149781736,0.015110245,0.027074581
YNR028W,CPR8,64.59095048,61.0281056,65.63782185,47.83184437,48.67385549,47.10092822,-0.497341452,7.81E-09,4.34E-08
YNR027W,BUD17,65.13771732,66.38035585,62.93847415,67.19841684,61.61778804,66.39421604,-0.082633902,0.120678052,0.174644964
YNR026C,SEC12,61.19922286,63.52033839,59.73028739,69.09493199,60.27524158,61.39373478,-0.0384072,0.452422385,0.543761497
YNR025C,-,85.85795735,94.24428063,92.43913042,98.7350996,89.96020245,85.66085292,-0.074672353,0.27818405,0.363598596
YNR024W,MPP6,76.58634603,80.73124015,81.26575214,88.08899261,79.67731835,80.27296632,-0.029288019,0.61050753,0.69551985
YNR023W,SNF12,25.21106812,25.13087393,25.54313319,28.46590173,28.80670063,29.46727585,0.106884827,0.056344377,0.089303833
YNR022C,MRPL50,94.01350005,96.10457255,99.20124222,184.1567929,192.5710584,184.3747882,0.871428443,1.21E-13,2.38E-12
YNR021W,-,239.8095826,241.5740291,237.1787439,189.2609317,186.7923648,189.0279703,-0.432593028,1.79E-11,1.88E-10
YNR020C,ATP23,35.33112752,36.06329879,31.60468474,65.357446,58.61106363,55.39130887,0.712266175,2.04E-09,1.30E-08
YNR019W,ARE2,127.4310412,131.4389878,128.6228954,137.3993221,141.480956,146.669549,0.049163628,0.175131415,0.241110213
YNR018W,RCF2,189.9963175,194.2270889,195.2208695,211.44088,206.4086867,202.7578792,0.013750214,0.712864443,0.78708894
YNR017W,TIM23,299.8265578,286.3523306,284.4554494,469.9111243,458.751649,457.1505523,0.584480066,2.81E-13,4.86E-12
YNR016C,ACC1,402.5621729,394.9589753,388.6986882,349.9555231,341.8180645,339.7073446,-0.28743923,8.73E-10,6.07E-09
YNR015W,SMM1,79.72232716,74.36581455,71.83738,64.45389619,63.45407137,66.1130145,-0.307370987,3.77E-06,1.27E-05
YNR014W,-,15.32160289,14.42403477,14.24127373,15.04156447,17.28988633,22.21475283,0.215901391,0.114529432,0.166694594
YNR013C,PHO91,101.6463389,99.10612301,97.88991983,97.83454003,96.49362497,99.17425696,-0.111266975,0.003576178,0.007262423
YNR012W,URK1,85.0502575,79.03445649,79.85726657,69.12018925,63.11326454,58.43984578,-0.440336593,3.21E-08,1.59E-07
YNR011C,PRP2,29.55440561,29.44512465,28.31490754,29.4323558,30.90138083,27.31175155,-0.078728861,0.125600744,0.180997149
YNR010W,CSE2,28.04992952,33.19517519,27.75652173,32.03853232,30.92381959,31.32739764,-0.005883268,0.953447933,0.992733777
YNR009W,NRM1,44.77200289,42.27087734,38.30399999,44.12854452,40.59454136,41.37827105,-0.080494244,0.267391901,0.350733487
YNR008W,LRO1,43.9604258,46.08959209,44.20438722,58.03023226,60.25940676,56.49105881,0.295454176,6.80E-07,2.61E-06
YNR007C,ATG3,22.20127986,21.12027976,19.98546064,34.98717356,34.34975576,35.675627,0.641193426,1.78E-08,9.26E-08
YNR006W,VPS27,44.59104119,43.70322064,44.72803405,54.33713347,50.99068457,52.17042544,0.157725086,0.001441804,0.003146797
YNR005C,-,29.96787342,31.58642557,32.60289855,38.28503862,41.23175946,34.56649585,0.196942025,0.057423027,0.090771183
YNR004W,SWM2,19.08158471,17.47683453,19.82608695,20.56124523,17.40301535,17.09332212,-0.117105971,0.362735713,0.451266532
YNR003W-A,-,119.3266233,138.8482908,132.4743083,101.6660116,129.4881702,114.7089055,-0.257369163,0.030409278,0.051143855
YNR003C,RPC34,76.92696564,80.87242852,79.39786709,71.190402,74.34800537,66.59945318,-0.244551019,6.26E-05,0.000171971
YNR002C,ATO2,6.766597567,4.398653956,3.572899062,8.437376003,7.748338992,8.071694033,0.620090589,0.003046324,0.006261352
YNR001W-A,-,1.47786773,0,0.407385348,0.828083027,0.770207213,0.894046736,0.284888084,0.760504856,0.828268012
YNR001C,CIT1,110.9185915,115.3775122,120.1956522,269.2546466,291.9021152,294.8500945,1.219978701,2.45E-18,3.80E-16
YNL339W-B,-,0,0,0,0,0,0,0,1,1
YNL339W-A,-,0,0,0,0,0,0,0,1,1
YNL339C,YRF1-6,0,0,0,0,0,0,0,1,1
YNL338W,-,0,0.499726644,0,0,0.530425722,0,0.030025911,0.985525205,1
YNL337W,-,0.317306895,0.31159426,0,0,0.661472077,0,0.034660207,0.98010026,1
YNL336W,COS1,19.76938247,16.98678133,21.01980423,28.08870635,26.71429441,29.47194641,0.460141415,1.16E-05,3.58E-05
YNL335W,DDI3,0.596705444,0.468770126,1.052712582,0.802434438,1.119526856,2.310280062,0.893974779,0.080171499,0.121760891
YNL334C,SNO2,1.088519169,0.831383789,1.466952622,2.84630332,2.521306122,3.219370086,1.252161675,0.00079828,0.001830879
YNL333W,SNZ2,1.894290327,2.125927394,2.188163443,5.458701159,4.983163388,7.094066495,1.398474348,1.41E-06,5.15E-06
YNL332W,THI12,0.790940941,0.388350618,0.348846105,1.506819702,3.132778311,3.06230671,2.21399951,1.05E-05,3.25E-05
YNL331C,AAD14,10.94582538,10.81901556,10.17598893,13.14828913,11.33450827,13.07039413,0.142101574,0.1741796,0.239892507
YNL330C,RPD3,77.18453666,75.00159999,77.91103986,81.06436749,82.20009858,78.79971373,-0.011477274,0.780238719,0.846268053
YNL329C,PEX6,24.40739409,25.48363533,24.80664614,34.68109706,31.87544758,32.7276604,0.324067872,4.26E-07,1.71E-06
YNL328C,MDJ2,9.72426913,12.43197508,10.51996451,11.30868488,9.753338276,12.431507,-0.059864754,0.719595637,0.792801253
YNL327W,EGT2,247.3730035,243.7582162,241.452057,318.6101103,287.9514278,287.9945904,0.202243575,7.92E-06,2.52E-05
YNL326C,PFA3,26.17075711,24.75648759,25.67978325,33.36412861,31.36594596,32.1485411,0.252514952,0.001040576,0.002342859
YNL325C,FIG4,13.66943681,12.40003522,13.0784585,14.42558273,14.50352696,13.8689,0.044113903,0.482872073,0.575206354
YNL324W,-,11.03362612,8.025912764,9.462450591,8.930122645,10.00977631,14.83304812,0.145184359,0.484188623,0.57639962
YNL323W,LEM3,68.24009731,70.5216648,65.13944472,75.08917213,77.56357817,70.84835661,0.047051697,0.322491102,0.408328286
YNL322C,KRE1,148.4268686,142.1276685,151.1581279,208.7837297,192.9381332,212.8400689,0.390160511,1.09E-08,5.89E-08
YNL321W,VNX1,37.47467736,39.21837108,37.29659922,43.72487909,42.83377351,47.06433158,0.141542432,0.004295686,0.008593783
YNL320W,-,30.18868933,30.10984536,31.51304347,35.2095092,36.00380909,36.52573044,0.145672233,0.038297106,0.063041159
YNL319W,-,2.568674865,1.98190907,4.248447204,3.289799237,4.016080467,3.773850339,0.269385065,0.395493589,0.485917521
YNL318C,HXT14,0.1495624,0.244782922,0.714618661,0.670425815,0.727497016,0.784150049,0.921209624,0.049988035,0.079994327
YNL317W,PFS2,33.74279653,33.76050257,37.84400074,33.857223,33.48170088,33.96322393,-0.140045287,0.022234231,0.038531403
YNL316C,PHA2,39.04769179,34.86600252,35.33186242,31.12727021,32.47630443,33.11976119,-0.262677599,0.000724706,0.001675075
YNL315C,ATP11,84.46431032,86.84591122,86.97996455,168.9380231,179.4268928,167.7668891,0.914092954,8.67E-16,3.79E-14
YNL314W,DAL82,18.64797748,17.38111733,18.703125,20.07130931,18.66849904,21.92509926,0.059490195,0.54327409,0.63371602
YNL313C,EMW1,96.91709605,93.56263232,93.39072782,88.43743728,80.82750234,78.85936768,-0.279958596,7.49E-07,2.84E-06
YNL312W,RFA2,85.44125079,86.31957052,80.75150744,73.57699028,75.61663915,78.84252295,-0.234888009,0.00013583,0.000352268
YNL311C,SKP2,31.3485922,30.19487049,30.5176417,25.0029048,22.4826913,23.32127933,-0.465353023,1.50E-08,7.89E-08
YNL310C,ZIM17,47.93147297,43.73893144,45.37341614,53.71419704,65.38178999,65.26541175,0.342024521,0.000403832,0.000970886
YNL309W,STB1,21.52561739,24.34653965,22.3926469,20.9636791,21.16789206,21.85848707,-0.18071016,0.017143754,0.030291692
YNL308C,KRI1,268.1618457,270.9396307,270.1136897,253.7983557,237.2947274,219.9951506,-0.271770229,4.82E-07,1.90E-06
YNL307C,MCK1,215.696957,220.7595611,222.4898242,223.2311427,222.2088777,213.3276357,-0.085484549,0.018041855,0.031768287
YNL306W,MRPS18,99.10018325,99.98888291,103.8141204,239.4432461,235.4749565,201.6341964,1.076321474,8.84E-15,2.55E-13
YNL305C,BXI1,26.06601608,26.13000189,27.44382842,47.46749755,49.71584175,55.08137938,0.847917674,8.01E-11,7.14E-10
YNL304W,YPT11,13.22744652,14.76345532,12.73517786,9.978598583,11.23157432,11.16382043,-0.419001308,0.000301036,0.000740485
YNL303W,-,121.6023967,108.2252823,128.185907,59.92893977,78.27894771,73.42358822,-0.839422416,3.46E-09,2.08E-08
YNL302C,RPS19B,2124.949568,2163.775011,2098.557121,1555.859501,1651.079923,1614.531255,-0.49126841,3.16E-13,5.37E-12
YNL301C,RPL18B,438.0277456,437.6483019,445.9279237,387.4299363,345.7694947,344.9992487,-0.379243288,7.66E-09,4.26E-08
YNL300W,TOS6,341.1973317,292.6263378,298.2574926,266.7432302,226.2651937,235.715856,-0.442604858,6.72E-07,2.58E-06
YNL299W,TRF5,34.18574674,33.11718778,34.17918723,36.19482656,34.49582024,32.48045375,-0.060478296,0.23873612,0.316803275
YNL298W,CLA4,40.76057374,40.843613,38.91134148,40.15662414,37.18328356,37.93600446,-0.151067994,0.002334125,0.0049007
YNL297C,MON2,31.02416316,32.42331478,32.35515656,36.76117025,35.32531621,35.00490624,0.075339361,0.051221653,0.081693263
YNL296W,-,17.98072405,20.43168078,23.22484472,20.15002033,19.00944754,18.6472605,-0.172420452,0.239058599,0.3171131
YNL295W,-,30.61860439,30.82409125,30.98534161,37.82446673,34.05636236,36.61078811,0.143994482,0.013867513,0.025100304
YNL294C,RIM21,51.063236,55.55013778,56.63800683,72.90232073,76.23032136,76.57074993,0.382570799,3.33E-08,1.63E-07
YNL293W,MSB3,20.9727846,19.17484237,20.35770127,31.08315438,32.36935518,32.16946557,0.575010922,1.39E-09,9.18E-09
YNL292W,PUS4,87.65602976,86.73349637,85.68402926,71.44778247,67.35881495,64.94231565,-0.437504172,2.88E-09,1.77E-08
YNL291C,MID1,41.26723553,37.9191485,37.43121881,37.93268854,35.53755721,35.30751783,-0.187071643,0.002306446,0.004845807
YNL290W,RFC3,81.62510508,87.22354871,80.49623867,77.29098706,73.20808264,74.83512022,-0.233176034,5.82E-05,0.000160648
YNL289W,PCL1,52.01566601,51.07920195,50.34409937,67.57453245,65.16090557,61.65250503,0.256048874,0.000120822,0.000316357
YNL288W,CAF40,82.49979271,82.21839458,82.93559636,75.56257623,73.06259758,80.70923244,-0.198328972,0.000301219,0.00074068
YNL287W,SEC21,164.2181833,165.3646718,167.0919732,148.1220244,149.8135316,144.9296563,-0.250750935,3.30E-08,1.62E-07
YNL286W,CUS2,41.1167606,42.2286487,38.36971723,44.80913611,42.9552103,44.04274289,0.026501698,0.66877691,0.747092689
YNL285W,-,3.915157657,3.631078275,4.556802243,6.581256639,4.987712837,5.000172674,0.371275715,0.168352325,0.232811695
YNL284C-B,-,0.721891256,0.708894687,0.643557492,0.912258893,0.944556511,0.966344365,0.354127273,0.042260696,0.06891298
YNL284C-A,-,2.752151641,2.762661128,2.562555457,3.426874205,3.506101995,3.625856208,0.296599245,0.088962164,0.133181592
YNL284C,MRPL10,70.97654231,68.9607297,76.14322249,142.2354376,141.7813175,128.9143427,0.851571427,8.34E-14,1.73E-12
YNL283C,WSC2,59.40060624,58.5939405,60.48136645,58.53101143,55.94623205,56.20077123,-0.149852249,0.002049162,0.004352408
YNL282W,POP3,40.73184428,41.75522064,38.69121561,43.94966168,42.88600212,40.95737574,-0.009633009,0.895023039,0.945198974
YNL281W,HCH1,309.8172161,330.2089823,323.0750988,335.4193319,361.8123402,333.9554835,0.014069061,0.729933952,0.800971565
YNL280C,ERG24,131.1077396,123.1968468,128.372784,127.8539445,129.9325532,126.8141144,-0.078063844,0.050980888,0.081382125
YNL279W,PRM1,6.070531459,6.041257296,4.447392617,5.798457511,6.454848363,5.964588234,0.046306792,0.704631802,0.780174988
YNL278W,CAF120,17.20963739,16.07603186,17.15395648,14.41457628,13.2481448,13.22531906,-0.387855142,9.99E-07,3.72E-06
YNL277W-A,-,2.140562387,1.261214863,1.416149068,5.277386276,7.58592977,6.2157535,1.867717274,0.000374081,0.000903322
